"#","Nit","Nombre","Producto","Cantidad","Estado documento","Estado de cartera","Tipo de documento","CTA","Débito","Crédito","Nota"
<<<<<<< HEAD
"6306","830121548","UNIDAD RESIDENCIAL EL CEDRO - PROPIEDAD HORIZONTA","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","RETE FUENTE SERVICIOS VIGILANCIA  - 13551501","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6306","830121548","UNIDAD RESIDENCIAL EL CEDRO - PROPIEDAD HORIZONTA","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","IMPUESTO DE INDUSTRIA Y COMERCIO RETENIDO 0% - 135518","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6306","830121548","UNIDAD RESIDENCIAL EL CEDRO - PROPIEDAD HORIZONTA","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","RETE IVA EN VENTAS - 135519","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6306","830121548","UNIDAD RESIDENCIAL EL CEDRO - PROPIEDAD HORIZONTA","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","CLIENTES - 13050501","370,272.00","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6305","900292048","SUBA RESERVADO II -PROPIEDAD HORIZONTAL","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","AIU SERVICIO DE ASEO  - 41709501","0","157,424.00","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6305","900292048","SUBA RESERVADO II -PROPIEDAD HORIZONTAL","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","DEVOLUCION SERVICIO DE ASEO A.I.U. - 41750201","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6305","900292048","SUBA RESERVADO II -PROPIEDAD HORIZONTAL","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","IVA GENERADO 19% - 24080109","0","29,910.56","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6305","900292048","SUBA RESERVADO II -PROPIEDAD HORIZONTAL","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","RETE FUENTE AIU SERVICIOS VIGILANCIA  - 13551501","3,148.48","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6305","900292048","SUBA RESERVADO II -PROPIEDAD HORIZONTAL","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","IMPUESTO DE INDUSTRIA Y COMERCIO X AIU RETENIDO  - 135518","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6305","900292048","SUBA RESERVADO II -PROPIEDAD HORIZONTAL","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","RETE IVA EN VENTAS - 135519","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6305","900292048","SUBA RESERVADO II -PROPIEDAD HORIZONTAL","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","CLIENTES - 13050501","184,186.08","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6305","900292048","SUBA RESERVADO II -PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","SERVICIO DE ASEO  - 41709501","0","1,416,815.00","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6305","900292048","SUBA RESERVADO II -PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","DEVOLUCION SERVICIO DE ASEO - 41750101","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6305","900292048","SUBA RESERVADO II -PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","IVA GENERADO 0% - 24080109","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6305","900292048","SUBA RESERVADO II -PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","RETE FUENTE SERVICIOS VIGILANCIA  - 13551501","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6305","900292048","SUBA RESERVADO II -PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","IMPUESTO DE INDUSTRIA Y COMERCIO RETENIDO 0% - 135518","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6305","900292048","SUBA RESERVADO II -PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","RETE IVA EN VENTAS - 135519","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6305","900292048","SUBA RESERVADO II -PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","CLIENTES - 13050501","1,416,815.00","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6304","901079518","SAUCES DE LA FLORIDA ETAPA 1 PROPIEDAD HORIZONTAL","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","AIU SERVICIO DE ASEO  - 41709501","0","236,136.00","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6304","901079518","SAUCES DE LA FLORIDA ETAPA 1 PROPIEDAD HORIZONTAL","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","DEVOLUCION SERVICIO DE ASEO A.I.U. - 41750201","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6304","901079518","SAUCES DE LA FLORIDA ETAPA 1 PROPIEDAD HORIZONTAL","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","IVA GENERADO 19% - 24080109","0","44,865.84","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6304","901079518","SAUCES DE LA FLORIDA ETAPA 1 PROPIEDAD HORIZONTAL","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","RETE FUENTE AIU SERVICIOS VIGILANCIA  - 13551501","4,722.72","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6304","901079518","SAUCES DE LA FLORIDA ETAPA 1 PROPIEDAD HORIZONTAL","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","IMPUESTO DE INDUSTRIA Y COMERCIO X AIU RETENIDO  - 135518","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6304","901079518","SAUCES DE LA FLORIDA ETAPA 1 PROPIEDAD HORIZONTAL","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","RETE IVA EN VENTAS - 135519","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6304","901079518","SAUCES DE LA FLORIDA ETAPA 1 PROPIEDAD HORIZONTAL","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","CLIENTES - 13050501","276,279.12","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6304","901079518","SAUCES DE LA FLORIDA ETAPA 1 PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","SERVICIO DE ASEO  - 41709501","0","2,125,222.00","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6304","901079518","SAUCES DE LA FLORIDA ETAPA 1 PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","DEVOLUCION SERVICIO DE ASEO - 41750101","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6304","901079518","SAUCES DE LA FLORIDA ETAPA 1 PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","IVA GENERADO 0% - 24080109","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6304","901079518","SAUCES DE LA FLORIDA ETAPA 1 PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","RETE FUENTE SERVICIOS VIGILANCIA  - 13551501","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6304","901079518","SAUCES DE LA FLORIDA ETAPA 1 PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","IMPUESTO DE INDUSTRIA Y COMERCIO RETENIDO 0% - 135518","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6304","901079518","SAUCES DE LA FLORIDA ETAPA 1 PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","RETE IVA EN VENTAS - 135519","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6304","901079518","SAUCES DE LA FLORIDA ETAPA 1 PROPIEDAD HORIZONTAL","SERVICIO DE ASEO","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","CLIENTES - 13050501","2,125,222.00","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6303","900254658","GLORY GLOBAL SOLUTIONS (COLOMBIA) S A S","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","AIU SERVICIO DE ASEO  - 41709501","0","95,256.00","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6303","900254658","GLORY GLOBAL SOLUTIONS (COLOMBIA) S A S","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","DEVOLUCION SERVICIO DE ASEO A.I.U. - 41750201","0","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6303","900254658","GLORY GLOBAL SOLUTIONS (COLOMBIA) S A S","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","IVA GENERADO 19% - 24080109","0","18,098.64","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
"6303","900254658","GLORY GLOBAL SOLUTIONS (COLOMBIA) S A S","AIU","1","Recibido por el cliente","Pendiente","Factura de Venta Nacional","RETE FUENTE AIU SERVICIOS VIGILANCIA  - 13551501","1,905.12","0","SERVICIO DE ASEO MES DE OCTUBRE DE 2021FAVOR CONSIGNAR EN LA CUENTA CORRIENTE DEL BANCO DAVIVIENDA NUMERO 009669997927 A NOMBRE DE GRANCOLOMBIANA DE ADMINISTRACION Y ENVIAR SOPORTE AL CORREO. ROLFYZ_10@HOTMAIL.COM Y GRANCOLSERVIG@HOTMAIL.COM"
